[21:48:59][modifier.cpp:1344]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- planet_researchers_menace_upkeep_add, Category: Pops, AI Economy
- planet_researchers_menace_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_larva_produces_mult, Category: Pops, AI Economy
- planet_researchers_larva_upkeep_add, Category: Pops, AI Economy
- planet_researchers_larva_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_strange_matter_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_strange_matter_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_quark_gluon_plasma_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_quark_gluon_plasma_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_antimatter_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_antimatter_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_eludium_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_eludium_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_acean_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_acean_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_rad_bloom_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_rad_bloom_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_tiyanki_parts_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_tiyanki_parts_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_produces_mult, Category: Pops, AI Economy
- planet_researchers_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_time_produces_add, Category: Pops, AI Economy
- planet_metallurgists_time_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_time_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_time_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_energy_produces_add, Category: Pops, AI Economy
- planet_metallurgists_energy_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_energy_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_energy_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_minerals_produces_add, Category: Pops, AI Economy
- planet_metallurgists_minerals_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_minerals_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_minerals_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_food_produces_add, Category: Pops, AI Economy
- planet_metallurgists_food_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_food_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_food_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_physics_research_produces_add, Category: Pops, AI Economy
- planet_metallurgists_physics_research_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_physics_research_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_physics_research_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_society_research_produces_add, Category: Pops, AI Economy
- planet_metallurgists_society_research_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_society_research_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_society_research_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_engineering_research_produces_add, Category: Pops, AI Economy
- planet_metallurgists_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_engineering_research_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_engineering_research_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_influence_produces_add, Category: Pops, AI Economy
- planet_metallurgists_influence_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_influence_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_influence_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_unity_produces_add, Category: Pops, AI Economy
- planet_metallurgists_unity_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_unity_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_unity_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_consumer_goods_produces_add, Category: Pops, AI Economy
- planet_metallurgists_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_consumer_goods_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_consumer_goods_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_alloys_produces_add, Category: Pops, AI Economy
- planet_metallurgists_alloys_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_alloys_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_alloys_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_volatile_motes_produces_add, Category: Pops, AI Economy
- planet_metallurgists_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_volatile_motes_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_volatile_motes_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_exotic_gases_produces_add, Category: Pops, AI Economy
- planet_metallurgists_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_exotic_gases_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_exotic_gases_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_rare_crystals_produces_add, Category: Pops, AI Economy
- planet_metallurgists_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_rare_crystals_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_rare_crystals_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_living_metal_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_living_metal_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_living_metal_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_zro_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_zro_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_zro_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_dark_matter_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_dark_matter_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_dark_matter_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_nanites_produces_add, Category: Pops, AI Economy
- planet_metallurgists_nanites_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_nanites_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_nanites_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_minor_artifacts_produces_add, Category: Pops, AI Economy
- planet_metallurgists_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_minor_artifacts_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_minor_artifacts_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_menace_produces_add, Category: Pops, AI Economy
- planet_metallurgists_menace_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_menace_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_menace_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_larva_produces_add, Category: Pops, AI Economy
- planet_metallurgists_larva_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_larva_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_larva_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_strange_matter_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_strange_matter_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_strange_matter_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_quark_gluon_plasma_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_quark_gluon_plasma_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_quark_gluon_plasma_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_antimatter_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_antimatter_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_antimatter_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_eludium_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_eludium_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_eludium_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_acean_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_acean_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_acean_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_rad_bloom_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_rad_bloom_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_rad_bloom_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_tiyanki_parts_produces_add, Category: Pops, AI Economy
- planet_metallurgists_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_sr_tiyanki_parts_upkeep_add, Category: Pops, AI Economy
- planet_metallurgists_sr_tiyanki_parts_upkeep_mult, Category: Pops, AI Economy
- planet_metallurgists_produces_mult, Category: Pops, AI Economy
- planet_metallurgists_upkeep_mult, Category: Pops, AI Economy
- planet_culture_workers_time_produces_add, Category: Pops, AI Economy
- planet_culture_workers_time_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_energy_produces_add, Category: Pops, AI Economy
- planet_culture_workers_energy_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_minerals_produces_add, Category: Pops, AI Economy
- planet_culture_workers_minerals_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_food_produces_add, Category: Pops, AI Economy
- planet_culture_workers_food_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_physics_research_produces_add, Category: Pops, AI Economy
- planet_culture_workers_physics_research_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_society_research_produces_add, Category: Pops, AI Economy
- planet_culture_workers_society_research_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_engineering_research_produces_add, Category: Pops, AI Economy
- planet_culture_workers_engineering_research_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_influence_produces_add, Category: Pops, AI Economy
- planet_culture_workers_influence_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_unity_produces_add, Category: Pops, AI Economy
- planet_culture_workers_unity_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_consumer_goods_produces_add, Category: Pops, AI Economy
- planet_culture_workers_consumer_goods_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_alloys_produces_add, Category: Pops, AI Economy
- planet_culture_workers_alloys_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_volatile_motes_produces_add, Category: Pops, AI Economy
- planet_culture_workers_volatile_motes_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_exotic_gases_produces_add, Category: Pops, AI Economy
- planet_culture_workers_exotic_gases_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_rare_crystals_produces_add, Category: Pops, AI Economy
- planet_culture_workers_rare_crystals_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_sr_living_metal_produces_add, Category: Pops, AI Economy
- planet_culture_workers_sr_living_metal_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_sr_zro_produces_add, Category: Pops, AI Economy
- planet_culture_workers_sr_zro_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_sr_dark_matter_produces_add, Category: Pops, AI Economy
- planet_culture_workers_sr_dark_matter_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_nanites_produces_add, Category: Pops, AI Economy
- planet_culture_workers_nanites_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_minor_artifacts_produces_add, Category: Pops, AI Economy
- planet_culture_workers_minor_artifacts_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_menace_produces_add, Category: Pops, AI Economy
- planet_culture_workers_menace_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_larva_produces_add, Category: Pops, AI Economy
- planet_culture_workers_larva_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_sr_strange_matter_produces_add, Category: Pops, AI Economy
- planet_culture_workers_sr_strange_matter_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_sr_quark_gluon_plasma_produces_add, Category: Pops, AI Economy
- planet_culture_workers_sr_quark_gluon_plasma_upkeep_add, Category: Pops, AI Economy
- planet_culture_workers_sr_antimatter_produces_add, Category: Pops, AI Economy
